processed-text,ensemble_sentiment_label
jehoiakim king mighty men prince heard word king sought put death urijah heard afraid fled went egypt,neutral
jehoiakim king sent men egypt namely elnathan son achbor certain men egypt,positive
fetched forth urijah egypt brought unto jehoiakim king slew sword cast dead body graf common people,negative
nevertheless hand ahikam son shaphan jeremiah give hand people put death,positive
beginning reign jehoiakim son josiah king judah came word unto jeremiah lord saying,neutral
thus saith lord make thee bond yoke put upon thy neck,positive
send king edom king moab king ammonite king tyrus king zidon hand messenger come jerusalem unto zedekiah king judah,positive
command say unto master thus saith lord host god israel thus shall ye say unto master,positive
made earth man beast upon ground great power outstretched arm given unto seemed meet unto,positive
given land hand nebuchadnezzar king babylon servant beast field given also serve,positive
nation shall serve son son son time land come many nation great king shall serve,positive
shall come pas nation kingdom serve nebuchadnezzar king babylon put neck yoke king babylon nation punish saith lord sword famine pestilence consumed hand,negative
therefore hearken ye prophet diviner dreamer enchanter sorcerer speak unto saying ye shall serve king babylon,positive
prophesy lie unto remove far land drive ye perish,neutral
nation bring neck yoke king babylon serve let remain still land saith lord shall till dwell therein,positive
spake also zedekiah king judah according word saying bring neck yoke king babylon serve people live,neutral
ye die thou thy people sword famine pestilence lord hath spoken nation serve king babylon,negative
therefore hearken unto word prophet speak unto saying ye shall serve king babylon prophesy lie unto,neutral
sent saith lord yet prophesy lie name might drive ye might perish ye prophet prophesy unto,positive
also spake priest people saying thus saith lord hearken word prophet prophesy unto saying behold vessel lord house shall shortly brought babylon prophesy lie unto,neutral
hearken unto serve king babylon live wherefore city laid waste,negative
prophet word lord let make intercession lord host vessel left house lord house king judah jerusalem go babylon,neutral
thus saith lord host concerning pillar concerning sea concerning base concerning residue vessel remain city,neutral
nebuchadnezzar king babylon took carried away captive jeconiah son jehoiakim king judah jerusalem babylon noble judah jerusalem,positive
yea thus saith lord host god israel concerning vessel remain house lord house king judah jerusalem,positive
shall carried babylon shall day visit saith lord bring restore place,positive
came pas year beginning reign zedekiah king judah fourth year fifth month hananiah son azur prophet gibeon spake unto house lord presence priest people saying,neutral
thus speaketh lord host god israel saying broken yoke king babylon,negative
within two full year bring place vessel lord house nebuchadnezzar king babylon took away place carried babylon,neutral
bring place jeconiah son jehoiakim king judah captive judah went babylon saith lord break yoke king babylon,neutral
prophet jeremiah said unto prophet hananiah presence priest presence people stood house lord,neutral
even prophet jeremiah said amen lord lord perform thy word thou hast prophesied bring vessel lord house carried away captive babylon place,positive
nevertheless hear thou word speak thine ear ear people,positive
prophet thee old prophesied many country great kingdom war evil pestilence,negative
prophet prophesieth peace word prophet shall come pas shall prophet known lord hath truly sent,positive
hananiah prophet took yoke prophet jeremiah neck brake,neutral
hananiah spake presence people saying thus saith lord even break yoke nebuchadnezzar king babylon neck nation within space two full year prophet jeremiah went way,positive
word lord came unto jeremiah prophet hananiah prophet broken yoke neck prophet jeremiah saying,positive
go tell hananiah saying thus saith lord thou hast broken yoke wood thou shalt make yoke iron,negative
thus saith lord host god israel put yoke iron upon neck nation may serve nebuchadnezzar king babylon shall serve given beast field also,positive
said prophet jeremiah unto hananiah prophet hear hananiah lord hath sent thee thou makest people trust lie,positive
therefore thus saith lord behold cast thee face earth year thou shalt die thou hast taught rebellion lord,negative
hananiah prophet died year seventh month,negative
word letter jeremiah prophet sent jerusalem unto residue elder carried away captive priest prophet people nebuchadnezzar carried away captive jerusalem babylon,neutral
